city,state,state_full,county,county_fips
Elizabethtown,PA,Pennsylvania,Lancaster,42109
Elizabethville,PA,Pennsylvania,Dauphin,42043
Elkins Park,PA,Pennsylvania,Montgomery,42101
Elkland,PA,Pennsylvania,Tioga,42107
Elliottsburg,PA,Pennsylvania,Perry,42105
Ellsworth,PA,Pennsylvania,Washington,42129
Ellwood City,PA,Pennsylvania,Lawrence,42079
Elm,PA,Pennsylvania,Lancaster,42109
Elmhurst,PA,Pennsylvania,Lackawanna,42069
Elmora,PA,Pennsylvania,Cambria,42021
Elrama,PA,Pennsylvania,Washington,42129
Elton,PA,Pennsylvania,Cambria,42021
Elverson,PA,Pennsylvania,Chester,42029
Elysburg,PA,Pennsylvania,Northumberland,42097
Emeigh,PA,Pennsylvania,Cambria,42021
Emigsville,PA,Pennsylvania,York,42031
Emlenton,PA,Pennsylvania,Venango,42121
Emmaus,PA,Pennsylvania,Lehigh,42077
Emporium,PA,Pennsylvania,Cameron,42023
Endeavor,PA,Pennsylvania,Forest,42053
Enola,PA,Pennsylvania,Cumberland,42035
Enon Valley,PA,Pennsylvania,Lawrence,42079
Entriken,PA,Pennsylvania,Huntingdon,42061
Ephrata,PA,Pennsylvania,Lancaster,42109
Equinunk,PA,Pennsylvania,Wayne,42305
Erie,PA,Pennsylvania,Erie,42029
Ernest,PA,Pennsylvania,Indiana,42063
Erwinna,PA,Pennsylvania,Bucks,42017
Essington,PA,Pennsylvania,Delaware,42035
Etters,PA,Pennsylvania,York,42031
Evans City,PA,Pennsylvania,Butler,42013
Everett,PA,Pennsylvania,Bedford,42009
Everson,PA,Pennsylvania,Fayette,42057
Export,PA,Pennsylvania,Westmoreland,42129
Exton,PA,Pennsylvania,Chester,42029
Factoryville,PA,Pennsylvania,Wyoming,42121
Fairbank,PA,Pennsylvania,Fayette,42057
Fairchance,PA,Pennsylvania,Fayette,42057
Fairfield,PA,Pennsylvania,Adams,42001
Fairhope,PA,Pennsylvania,Somerset,42025
Fairless Hills,PA,Pennsylvania,Bucks,42017
Fairmount City,PA,Pennsylvania,Clarion,42031
Fairview,PA,Pennsylvania,Erie,42029
Fairview Village,PA,Pennsylvania,Montgomery,42101
Fallentimber,PA,Pennsylvania,Cambria,42021
Falls,PA,Pennsylvania,Wyoming,42121
Falls Creek,PA,Pennsylvania,Jefferson,42073
Fannettsburg,PA,Pennsylvania,Franklin,42059
Farmington,PA,Pennsylvania,Fayette,42057
Farrell,PA,Pennsylvania,Mercer,42131
Fawn Grove,PA,Pennsylvania,York,42031
Fayette City,PA,Pennsylvania,Fayette,42057
Fayetteville,PA,Pennsylvania,Franklin,42059
Feasterville Trevose,PA,Pennsylvania,Bucks,42017
Felton,PA,Pennsylvania,York,42031
Fenelton,PA,Pennsylvania,Butler,42013
Ferndale,PA,Pennsylvania,Bucks,42017
Finleyville,PA,Pennsylvania,Washington,42129
Fisher,PA,Pennsylvania,Clarion,42031
Fishertown,PA,Pennsylvania,Bedford,42009
Fleetville,PA,Pennsylvania,Lackawanna,42069
Fleetwood,PA,Pennsylvania,Berks,42011
Fleming,PA,Pennsylvania,Centre,42027
Flicksville,PA,Pennsylvania,Northampton,42131
Flinton,PA,Pennsylvania,Cambria,42021
Flourtown,PA,Pennsylvania,Montgomery,42101
Fogelsville,PA,Pennsylvania,Lehigh,42077
Folcroft,PA,Pennsylvania,Delaware,42035
Folsom,PA,Pennsylvania,Delaware,42035
Fombell,PA,Pennsylvania,Beaver,42007
Forbes Road,PA,Pennsylvania,Westmoreland,42129
Force,PA,Pennsylvania,Elk,42049
Ford City,PA,Pennsylvania,Armstrong,42005
Ford Cliff,PA,Pennsylvania,Armstrong,42005
Forest City,PA,Pennsylvania,Susquehanna,42115
Forest Grove,PA,Pennsylvania,Bucks,42017
Forestville,PA,Pennsylvania,Butler,42013
Forksville,PA,Pennsylvania,Sullivan,42153
Fort Hill,PA,Pennsylvania,Somerset,42025
Fort Littleton,PA,Pennsylvania,Fulton,42049
Fort Loudon,PA,Pennsylvania,Franklin,42059
Fort Washington,PA,Pennsylvania,Montgomery,42101
Fort Washington,PA,Pennsylvania,Bucks,42017
Fountainville,PA,Pennsylvania,Bucks,42017
Foxburg,PA,Pennsylvania,Clarion,42031
Frackville,PA,Pennsylvania,Schuylkill,42107
Franconia,PA,Pennsylvania,Montgomery,42101
Franklin,PA,Pennsylvania,Venango,42121
Franklintown,PA,Pennsylvania,York,42031
Frederick,PA,Pennsylvania,Montgomery,42101
Fredericksburg,PA,Pennsylvania,Lebanon,42075
Fredericktown,PA,Pennsylvania,Washington,42129
Fredonia,PA,Pennsylvania,Mercer,42131
Freeburg,PA,Pennsylvania,Snyder,42109
Freedom,PA,Pennsylvania,Beaver,42007
Freeland,PA,Pennsylvania,Luzerne,42079
Freeport,PA,Pennsylvania,Armstrong,42005
Frenchville,PA,Pennsylvania,Clearfield,42033
Friedens,PA,Pennsylvania,Somerset,42025
Friedensburg,PA,Pennsylvania,Schuylkill,42107
Friendsville,PA,Pennsylvania,Susquehanna,42115
Fryburg,PA,Pennsylvania,Clarion,42031
Furlong,PA,Pennsylvania,Bucks,42017
Gaines,PA,Pennsylvania,Tioga,42107
Galeton,PA,Pennsylvania,Potter,42105
Gallitzin,PA,Pennsylvania,Cambria,42021
Gans,PA,Pennsylvania,Fayette,42057
Gap,PA,Pennsylvania,Lancaster,42109
Garards Fort,PA,Pennsylvania,Greene,42063
Gardenville,PA,Pennsylvania,Bucks,42017
Gardners,PA,Pennsylvania,Adams,42001
Garland,PA,Pennsylvania,Warren,42301
Garnet Valley,PA,Pennsylvania,Delaware,42035
Garrett,PA,Pennsylvania,Somerset,42025
Gastonville,PA,Pennsylvania,Washington,42129
Geigertown,PA,Pennsylvania,Berks,42011
Genesee,PA,Pennsylvania,Potter,42105
Georgetown,PA,Pennsylvania,Beaver,42007
Germansville,PA,Pennsylvania,Lehigh,42077
Gettysburg,PA,Pennsylvania,Adams,42001
Gibbon Glade,PA,Pennsylvania,Fayette,42057
Gibson,PA,Pennsylvania,Susquehanna,42115
Gibsonia,PA,Pennsylvania,Allegheny,42003
Gifford,PA,Pennsylvania,Mckean,42083
Gilbert,PA,Pennsylvania,Monroe,42099
Gilberton,PA,Pennsylvania,Schuylkill,42107
Gilbertsville,PA,Pennsylvania,Montgomery,42101
Gillett,PA,Pennsylvania,Bradford,42007
Gipsy,PA,Pennsylvania,Indiana,42063
Girard,PA,Pennsylvania,Erie,42029
Girardville,PA,Pennsylvania,Schuylkill,42107
Gladwyne,PA,Pennsylvania,Montgomery,42101
Glasgow,PA,Pennsylvania,Cambria,42021
Glassport,PA,Pennsylvania,Allegheny,42003
Glen Campbell,PA,Pennsylvania,Indiana,42063
Glen Hope,PA,Pennsylvania,Clearfield,42033
Glen Lyon,PA,Pennsylvania,Luzerne,42079
Glen Mills,PA,Pennsylvania,Delaware,42035
Glen Richey,PA,Pennsylvania,Clearfield,42033
Glen Riddle Lima,PA,Pennsylvania,Delaware,42035
Glen Rock,PA,Pennsylvania,York,42031
Glenmoore,PA,Pennsylvania,Chester,42029
Glenolden,PA,Pennsylvania,Delaware,42035
Glenshaw,PA,Pennsylvania,Allegheny,42003
Glenside,PA,Pennsylvania,Montgomery,42101
Glenville,PA,Pennsylvania,York,42031
Goodville,PA,Pennsylvania,Lancaster,42109
Gordon,PA,Pennsylvania,Schuylkill,42107
Gordonville,PA,Pennsylvania,Lancaster,42109
Gouldsboro,PA,Pennsylvania,Wayne,42305
Gradyville,PA,Pennsylvania,Delaware,42035
Grampian,PA,Pennsylvania,Clearfield,42033
Grand Valley,PA,Pennsylvania,Warren,42301
Grantham,PA,Pennsylvania,Cumberland,42035
Grantville,PA,Pennsylvania,Dauphin,42043
Granville,PA,Pennsylvania,Mifflin,42087
Granville Summit,PA,Pennsylvania,Bradford,42007
Grapeville,PA,Pennsylvania,Westmoreland,42129
Grassflat,PA,Pennsylvania,Clearfield,42033
Gratz,PA,Pennsylvania,Dauphin,42043
Gray,PA,Pennsylvania,Somerset,42025
Graysville,PA,Pennsylvania,Greene,42063
Great Bend,PA,Pennsylvania,Susquehanna,42115
Greeley,PA,Pennsylvania,Pike,42109
Green Lane,PA,Pennsylvania,Montgomery,42101
Greencastle,PA,Pennsylvania,Franklin,42059
Greenock,PA,Pennsylvania,Allegheny,42003
Greensboro,PA,Pennsylvania,Greene,42063
Greensburg,PA,Pennsylvania,Westmoreland,42129
Greentown,PA,Pennsylvania,Pike,42109
Greenville,PA,Pennsylvania,Mercer,42131
Grindstone,PA,Pennsylvania,Fayette,42057
Grove City,PA,Pennsylvania,Mercer,42131
Grover,PA,Pennsylvania,Bradford,42007
Guys Mills,PA,Pennsylvania,Crawford,42033
Gwynedd,PA,Pennsylvania,Montgomery,42101
Gwynedd Valley,PA,Pennsylvania,Montgomery,42101
Hadley,PA,Pennsylvania,Mercer,42131
Halifax,PA,Pennsylvania,Dauphin,42043
Hallstead,PA,Pennsylvania,Susquehanna,42115
Hamburg,PA,Pennsylvania,Berks,42011
Hamilton,PA,Pennsylvania,Jefferson,42073
Hamlin,PA,Pennsylvania,Wayne,42305
Hannastown,PA,Pennsylvania,Westmoreland,42129
Hanover,PA,Pennsylvania,York,42031
Harborcreek,PA,Pennsylvania,Erie,42029
Harford,PA,Pennsylvania,Susquehanna,42115
Harleigh,PA,Pennsylvania,Luzerne,42079
Harleysville,PA,Pennsylvania,Montgomery,42101
Harmonsburg,PA,Pennsylvania,Crawford,42033
Harmony,PA,Pennsylvania,Butler,42013
Harrisburg,PA,Pennsylvania,Dauphin,42043
Harrison City,PA,Pennsylvania,Westmoreland,42129
Harrison Valley,PA,Pennsylvania,Potter,42105
Harrisonville,PA,Pennsylvania,Fulton,42049
Harrisville,PA,Pennsylvania,Butler,42013
Hartleton,PA,Pennsylvania,Union,42139
Hartstown,PA,Pennsylvania,Crawford,42033
Harveys Lake,PA,Pennsylvania,Luzerne,42079
Harwick,PA,Pennsylvania,Allegheny,42003
Hastings,PA,Pennsylvania,Cambria,42021
Hatboro,PA,Pennsylvania,Montgomery,42101
Hatfield,PA,Pennsylvania,Montgomery,42101
Haverford,PA,Pennsylvania,Montgomery,42101
Havertown,PA,Pennsylvania,Delaware,42035
Hawk Run,PA,Pennsylvania,Clearfield,42033
Hawley,PA,Pennsylvania,Pike,42109
Hawthorn,PA,Pennsylvania,Clarion,42031
Hazel Hurst,PA,Pennsylvania,Mckean,42083
Hazleton,PA,Pennsylvania,Luzerne,42079
Hegins,PA,Pennsylvania,Schuylkill,42107
Heilwood,PA,Pennsylvania,Indiana,42063
Hellertown,PA,Pennsylvania,Northampton,42131
Hendersonville,PA,Pennsylvania,Washington,42129
Henryville,PA,Pennsylvania,Monroe,42099
Hereford,PA,Pennsylvania,Berks,42011
Herman,PA,Pennsylvania,Butler,42013
Herminie,PA,Pennsylvania,Westmoreland,42129
Hermitage,PA,Pennsylvania,Mercer,42131
Herndon,PA,Pennsylvania,Northumberland,42097
Herrick Center,PA,Pennsylvania,Susquehanna,42115
Hershey,PA,Pennsylvania,Dauphin,42043
Hesston,PA,Pennsylvania,Huntingdon,42061
Hibbs,PA,Pennsylvania,Fayette,42057
Hickory,PA,Pennsylvania,Washington,42129
Hidden Valley,PA,Pennsylvania,Somerset,42025
Highspire,PA,Pennsylvania,Dauphin,42043
Hiller,PA,Pennsylvania,Fayette,42057
Hilliards,PA,Pennsylvania,Butler,42013
Hillsdale,PA,Pennsylvania,Indiana,42063
Hillsgrove,PA,Pennsylvania,Sullivan,42153
Hillsville,PA,Pennsylvania,Lawrence,42079
Hilltown,PA,Pennsylvania,Bucks,42017
Holbrook,PA,Pennsylvania,Greene,42063
Holicong,PA,Pennsylvania,Bucks,42017
Hollidaysburg,PA,Pennsylvania,Blair,42013
Hollsopple,PA,Pennsylvania,Somerset,42025
Holmes,PA,Pennsylvania,Delaware,42035
Holtwood,PA,Pennsylvania,Lancaster,42109
Home,PA,Pennsylvania,Indiana,42063
Homer City,PA,Pennsylvania,Indiana,42063
Homestead,PA,Pennsylvania,Allegheny,42003
Honesdale,PA,Pennsylvania,Wayne,42305
Honey Brook,PA,Pennsylvania,Chester,42029
Honey Grove,PA,Pennsylvania,Juniata,42067
Hookstown,PA,Pennsylvania,Beaver,42007
Hooversville,PA,Pennsylvania,Somerset,42025
Hop Bottom,PA,Pennsylvania,Susquehanna,42115
Hopeland,PA,Pennsylvania,Lancaster,42109
Hopewell,PA,Pennsylvania,Bedford,42009
Hopwood,PA,Pennsylvania,Fayette,42057
Horsham,PA,Pennsylvania,Montgomery,42101
Hostetter,PA,Pennsylvania,Westmoreland,42129
Houston,PA,Pennsylvania,Washington,42129
Houtzdale,PA,Pennsylvania,Clearfield,42033
Howard,PA,Pennsylvania,Centre,42027
Hughesville,PA,Pennsylvania,Lycoming,42081
Hummels Wharf,PA,Pennsylvania,Snyder,42109
Hummelstown,PA,Pennsylvania,Dauphin,42043
Hunker,PA,Pennsylvania,Westmoreland,42129
Hunlock Creek,PA,Pennsylvania,Luzerne,42079
Huntingdon,PA,Pennsylvania,Huntingdon,42061
Huntingdon Valley,PA,Pennsylvania,Montgomery,42101
Huntington Mills,PA,Pennsylvania,Luzerne,42079
Hustontown,PA,Pennsylvania,Fulton,42049
Hutchinson,PA,Pennsylvania,Westmoreland,42129
Hyde,PA,Pennsylvania,Clearfield,42033
Hyde Park,PA,Pennsylvania,Westmoreland,42129
Hydetown,PA,Pennsylvania,Crawford,42033
Hyndman,PA,Pennsylvania,Bedford,42009
Ickesburg,PA,Pennsylvania,Perry,42105
Idaville,PA,Pennsylvania,Adams,42001
Imler,PA,Pennsylvania,Bedford,42009
Immaculata,PA,Pennsylvania,Chester,42029
Imperial,PA,Pennsylvania,Allegheny,42003
Indian Head,PA,Pennsylvania,Fayette,42057
Indiana,PA,Pennsylvania,Indiana,42063
Indianola,PA,Pennsylvania,Allegheny,42003
Industry,PA,Pennsylvania,Beaver,42007
Ingomar,PA,Pennsylvania,Allegheny,42003
Intercourse,PA,Pennsylvania,Lancaster,42109
Irvine,PA,Pennsylvania,Warren,42301
Irvona,PA,Pennsylvania,Clearfield,42033
Irwin,PA,Pennsylvania,Westmoreland,42129
Isabella,PA,Pennsylvania,Fayette,42057
Jackson,PA,Pennsylvania,Susquehanna,42115
Jackson Center,PA,Pennsylvania,Mercer,42131
Jacobs Creek,PA,Pennsylvania,Westmoreland,42129
James City,PA,Pennsylvania,Elk,42049
James Creek,PA,Pennsylvania,Huntingdon,42061
Jamestown,PA,Pennsylvania,Mercer,42131
Jamison,PA,Pennsylvania,Bucks,42017
Jeannette,PA,Pennsylvania,Westmoreland,42129
Jefferson,PA,Pennsylvania,Greene,42063
Jenkintown,PA,Pennsylvania,Montgomery,42101
Jenners,PA,Pennsylvania,Somerset,42025
Jennerstown,PA,Pennsylvania,Somerset,42025
Jermyn,PA,Pennsylvania,Lackawanna,42069
Jerome,PA,Pennsylvania,Somerset,42025
Jersey Mills,PA,Pennsylvania,Lycoming,42081
Jersey Shore,PA,Pennsylvania,Lycoming,42081
Jessup,PA,Pennsylvania,Lackawanna,42069
Jim Thorpe,PA,Pennsylvania,Carbon,42009
Joffre,PA,Pennsylvania,Washington,42129
Johnsonburg,PA,Pennsylvania,Elk,42049
Johnstown,PA,Pennsylvania,Cambria,42021
Jones Mills,PA,Pennsylvania,Westmoreland,42129
Jonestown,PA,Pennsylvania,Lebanon,42075
Josephine,PA,Pennsylvania,Indiana,42063
Julian,PA,Pennsylvania,Centre,42027
Junedale,PA,Pennsylvania,Carbon,42009
Kane,PA,Pennsylvania,Mckean,42083
Kantner,PA,Pennsylvania,Somerset,42025
Karns City,PA,Pennsylvania,Butler,42013
Karthaus,PA,Pennsylvania,Clearfield,42033
Keisterville,PA,Pennsylvania,Fayette,42057
Kelayres,PA,Pennsylvania,Schuylkill,42107
Kelton,PA,Pennsylvania,Chester,42029
Kemblesville,PA,Pennsylvania,Chester,42029
Kempton,PA,Pennsylvania,Berks,42011
Kennerdell,PA,Pennsylvania,Venango,42121
Kennett Square,PA,Pennsylvania,Chester,42029
Kent,PA,Pennsylvania,Indiana,42063
Kersey,PA,Pennsylvania,Elk,42049
Kimberton,PA,Pennsylvania,Chester,42029
King Of Prussia,PA,Pennsylvania,Montgomery,42101
Kingsley,PA,Pennsylvania,Susquehanna,42115
Kingston,PA,Pennsylvania,Luzerne,42079
Kintnersville,PA,Pennsylvania,Bucks,42017
Kinzers,PA,Pennsylvania,Lancaster,42109
Kirkwood,PA,Pennsylvania,Lancaster,42109
Kittanning,PA,Pennsylvania,Armstrong,42005
Kleinfeltersville,PA,Pennsylvania,Lebanon,42075
Klingerstown,PA,Pennsylvania,Schuylkill,42107
Knox,PA,Pennsylvania,Clarion,42031
Knox Dale,PA,Pennsylvania,Jefferson,42073
Knoxville,PA,Pennsylvania,Tioga,42107
Koppel,PA,Pennsylvania,Beaver,42007
Kossuth,PA,Pennsylvania,Clarion,42031
Kreamer,PA,Pennsylvania,Snyder,42109
Kresgeville,PA,Pennsylvania,Monroe,42099
Kulpmont,PA,Pennsylvania,Northumberland,42097
Kulpsville,PA,Pennsylvania,Montgomery,42101
Kunkletown,PA,Pennsylvania,Monroe,42099
Kutztown,PA,Pennsylvania,Berks,42011
Kylertown,PA,Pennsylvania,Clearfield,42033
La Belle,PA,Pennsylvania,Fayette,42057
La Jose,PA,Pennsylvania,Clearfield,42033
La Plume,PA,Pennsylvania,Lackawanna,42069
Laceyville,PA,Pennsylvania,Wyoming,42121
Lackawaxen,PA,Pennsylvania,Pike,42109
Lafayette Hill,PA,Pennsylvania,Montgomery,42101
Lahaska,PA,Pennsylvania,Bucks,42017
Lairdsville,PA,Pennsylvania,Lycoming,42081
Lake Ariel,PA,Pennsylvania,Wayne,42305
Lake City,PA,Pennsylvania,Erie,42029
Lake Como,PA,Pennsylvania,Wayne,42305
Lake Harmony,PA,Pennsylvania,Carbon,42009
Lake Lynn,PA,Pennsylvania,Fayette,42057
Lake Winola,PA,Pennsylvania,Wyoming,42121
Lakeville,PA,Pennsylvania,Wayne,42305
Lakewood,PA,Pennsylvania,Wayne,42305
Lamar,PA,Pennsylvania,Clinton,42027
Lamartine,PA,Pennsylvania,Clarion,42031
Lampeter,PA,Pennsylvania,Lancaster,42109
Lancaster,PA,Pennsylvania,Lancaster,42109
Landenberg,PA,Pennsylvania,Chester,42029
Landisburg,PA,Pennsylvania,Perry,42105
Landisville,PA,Pennsylvania,Lancaster,42109
Lanesboro,PA,Pennsylvania,Susquehanna,42115
Langeloth,PA,Pennsylvania,Washington,42129
Langhorne,PA,Pennsylvania,Bucks,42017
Lansdale,PA,Pennsylvania,Montgomery,42101
Lansdowne,PA,Pennsylvania,Delaware,42035
Lanse,PA,Pennsylvania,Clearfield,42033
Lansford,PA,Pennsylvania,Carbon,42009
Laporte,PA,Pennsylvania,Sullivan,42153
Larimer,PA,Pennsylvania,Westmoreland,42129
Latrobe,PA,Pennsylvania,Westmoreland,42129
Lattimer Mines,PA,Pennsylvania,Luzerne,42079
Laughlintown,PA,Pennsylvania,Westmoreland,42129
Laurelton,PA,Pennsylvania,Union,42139
Laurys Station,PA,Pennsylvania,Lehigh,42077
Lavelle,PA,Pennsylvania,Schuylkill,42107
Lawn,PA,Pennsylvania,Lebanon,42075
Lawrence,PA,Pennsylvania,Washington,42129
Lawrenceville,PA,Pennsylvania,Tioga,42107
Lawton,PA,Pennsylvania,Susquehanna,42115
Le Raysville,PA,Pennsylvania,Bradford,42007
Lebanon,PA,Pennsylvania,Lebanon,42075
Leck Kill,PA,Pennsylvania,Northumberland,42097
Leckrone,PA,Pennsylvania,Fayette,42057
Lecontes Mills,PA,Pennsylvania,Clearfield,42033
Lederach,PA,Pennsylvania,Montgomery,42101
Leechburg,PA,Pennsylvania,Armstrong,42005
Leeper,PA,Pennsylvania,Clarion,42031
Leesport,PA,Pennsylvania,Berks,42011
Leetsdale,PA,Pennsylvania,Allegheny,42003
Lehigh Valley,PA,Pennsylvania,Northampton,42131
Lehighton,PA,Pennsylvania,Carbon,42009
Lehman,PA,Pennsylvania,Luzerne,42079
Leisenring,PA,Pennsylvania,Fayette,42057
Lemasters,PA,Pennsylvania,Franklin,42059
Lemont,PA,Pennsylvania,Centre,42027
Lemont Furnace,PA,Pennsylvania,Fayette,42057
Lemoyne,PA,Pennsylvania,Cumberland,42035
Lenhartsville,PA,Pennsylvania,Berks,42011
Lenni,PA,Pennsylvania,Delaware,42035
Lenoxville,PA,Pennsylvania,Susquehanna,42115
Leola,PA,Pennsylvania,Lancaster,42109
Levittown,PA,Pennsylvania,Bucks,42017
Lewis Run,PA,Pennsylvania,Mckean,42083
Lewisberry,PA,Pennsylvania,York,42031
Lewisburg,PA,Pennsylvania,Union,42139
Lewistown,PA,Pennsylvania,Mifflin,42087
Lewisville,PA,Pennsylvania,Chester,42029
Liberty,PA,Pennsylvania,Tioga,42107
Lickingville,PA,Pennsylvania,Clarion,42031
Lightstreet,PA,Pennsylvania,Columbia,42027
Ligonier,PA,Pennsylvania,Westmoreland,42129
Lilly,PA,Pennsylvania,Cambria,42021
Limekiln,PA,Pennsylvania,Berks,42011
Limeport,PA,Pennsylvania,Lehigh,42077
Limestone,PA,Pennsylvania,Clarion,42031
Lincoln University,PA,Pennsylvania,Chester,42029
Linden,PA,Pennsylvania,Lycoming,42081
Line Lexington,PA,Pennsylvania,Bucks,42017
Linesville,PA,Pennsylvania,Crawford,42033
Lionville,PA,Pennsylvania,Chester,42029
Listie,PA,Pennsylvania,Somerset,42025
Lititz,PA,Pennsylvania,Lancaster,42109
Little Meadows,PA,Pennsylvania,Susquehanna,42115
Littlestown,PA,Pennsylvania,Adams,42001
Liverpool,PA,Pennsylvania,Perry,42105
Llewellyn,PA,Pennsylvania,Schuylkill,42107
Lock Haven,PA,Pennsylvania,Clinton,42027
Locust Gap,PA,Pennsylvania,Northumberland,42097
Locustdale,PA,Pennsylvania,Schuylkill,42107
Loganton,PA,Pennsylvania,Clinton,42027
Loganville,PA,Pennsylvania,York,42031
Long Pond,PA,Pennsylvania,Monroe,42099
Lopez,PA,Pennsylvania,Sullivan,42153
Loretto,PA,Pennsylvania,Cambria,42021
Lost Creek,PA,Pennsylvania,Schuylkill,42107
Lowber,PA,Pennsylvania,Westmoreland,42129
Loyalhanna,PA,Pennsylvania,Westmoreland,42129
Loysburg,PA,Pennsylvania,Bedford,42009
Loysville,PA,Pennsylvania,Perry,42105
Lucernemines,PA,Pennsylvania,Indiana,42063
Lucinda,PA,Pennsylvania,Clarion,42031
Ludlow,PA,Pennsylvania,Mckean,42083
Lumberville,PA,Pennsylvania,Bucks,42017
Lurgan,PA,Pennsylvania,Franklin,42059
Luthersburg,PA,Pennsylvania,Clearfield,42033
Luxor,PA,Pennsylvania,Westmoreland,42129
Luzerne,PA,Pennsylvania,Luzerne,42079
Lykens,PA,Pennsylvania,Dauphin,42043
Lyndell,PA,Pennsylvania,Chester,42029
Lyndora,PA,Pennsylvania,Butler,42013
Lyon Station,PA,Pennsylvania,Berks,42011
Mackeyville,PA,Pennsylvania,Clinton,42027
Macungie,PA,Pennsylvania,Lehigh,42077
Madera,PA,Pennsylvania,Clearfield,42033
Madison,PA,Pennsylvania,Westmoreland,42129
Madisonburg,PA,Pennsylvania,Centre,42027
Mahaffey,PA,Pennsylvania,Clearfield,42033
Mahanoy City,PA,Pennsylvania,Schuylkill,42107
Mahanoy Plane,PA,Pennsylvania,Schuylkill,42107
Mainesburg,PA,Pennsylvania,Tioga,42107
Mainland,PA,Pennsylvania,Montgomery,42101
Malvern,PA,Pennsylvania,Chester,42029
Mammoth,PA,Pennsylvania,Westmoreland,42129
Manchester,PA,Pennsylvania,York,42031
Manheim,PA,Pennsylvania,Lancaster,42109
Manns Choice,PA,Pennsylvania,Bedford,42009
Manor,PA,Pennsylvania,Westmoreland,42129
Manorville,PA,Pennsylvania,Armstrong,42005
Mansfield,PA,Pennsylvania,Tioga,42107
Mapleton Depot,PA,Pennsylvania,Huntingdon,42061
Mar Lin,PA,Pennsylvania,Schuylkill,42107
Marble,PA,Pennsylvania,Clarion,42031
Marchand,PA,Pennsylvania,Indiana,42063
Marcus Hook,PA,Pennsylvania,Delaware,42035
Marianna,PA,Pennsylvania,Washington,42129
Marienville,PA,Pennsylvania,Forest,42053
Marietta,PA,Pennsylvania,Lancaster,42109
Marion,PA,Pennsylvania,Franklin,42059
Marion Center,PA,Pennsylvania,Indiana,42063
Marion Heights,PA,Pennsylvania,Northumberland,42097
Markleton,PA,Pennsylvania,Somerset,42025
Markleysburg,PA,Pennsylvania,Fayette,42057
Mars,PA,Pennsylvania,Butler,42013
Marshalls Creek,PA,Pennsylvania,Monroe,42099
Marsteller,PA,Pennsylvania,Cambria,42021
Martin,PA,Pennsylvania,Fayette,42057
Martindale,PA,Pennsylvania,Lancaster,42109
Martins Creek,PA,Pennsylvania,Northampton,42131
Martinsburg,PA,Pennsylvania,Blair,42013
Mary D,PA,Pennsylvania,Schuylkill,42107
Marysville,PA,Pennsylvania,Perry,42105
Masontown,PA,Pennsylvania,Fayette,42057
Matamoras,PA,Pennsylvania,Pike,42109
Mather,PA,Pennsylvania,Greene,42063
Mattawana,PA,Pennsylvania,Mifflin,42087
Maxatawny,PA,Pennsylvania,Berks,42011
Mayport,PA,Pennsylvania,Clarion,42031
Maytown,PA,Pennsylvania,Lancaster,42109
Mc Alisterville,PA,Pennsylvania,Juniata,42067
Mc Clellandtown,PA,Pennsylvania,Fayette,42057
Mc Clure,PA,Pennsylvania,Mifflin,42087
Mc Connellsburg,PA,Pennsylvania,Fulton,42049
Mc Connellstown,PA,Pennsylvania,Huntingdon,42061
Mc Donald,PA,Pennsylvania,Washington,42129
Mc Elhattan,PA,Pennsylvania,Clinton,42027
Mc Ewensville,PA,Pennsylvania,Northumberland,42097
Mc Grann,PA,Pennsylvania,Armstrong,42005
Mc Intyre,PA,Pennsylvania,Indiana,42063
Mc Kean,PA,Pennsylvania,Erie,42029
Mc Kees Rocks,PA,Pennsylvania,Allegheny,42003
Mc Knightstown,PA,Pennsylvania,Adams,42001
Mc Sherrystown,PA,Pennsylvania,Adams,42001
Mc Veytown,PA,Pennsylvania,Mifflin,42087
Mcadoo,PA,Pennsylvania,Schuylkill,42107
Mcgees Mills,PA,Pennsylvania,Clearfield,42033
Mckeesport,PA,Pennsylvania,Allegheny,42003
MDT,PA,Pennsylvania,Dauphin,42043
Meadow Lands,PA,Pennsylvania,Washington,42129
Meadville,PA,Pennsylvania,Crawford,42033
Mechanicsburg,PA,Pennsylvania,Cumberland,42035
Mechanicsville,PA,Pennsylvania,Bucks,42017
Media,PA,Pennsylvania,Delaware,42035
Mehoopany,PA,Pennsylvania,Wyoming,42121
Melcroft,PA,Pennsylvania,Fayette,42057
Mendenhall,PA,Pennsylvania,Chester,42029
Mentcle,PA,Pennsylvania,Indiana,42063
Mercer,PA,Pennsylvania,Mercer,42131
Mercersburg,PA,Pennsylvania,Franklin,42059
Merion Station,PA,Pennsylvania,Montgomery,42101
Merrittstown,PA,Pennsylvania,Fayette,42057
Mertztown,PA,Pennsylvania,Berks,42011
Meshoppen,PA,Pennsylvania,Wyoming,42121
Mexico,PA,Pennsylvania,Juniata,42067
Meyersdale,PA,Pennsylvania,Somerset,42025
Middleburg,PA,Pennsylvania,Snyder,42109
Middlebury Center,PA,Pennsylvania,Tioga,42107
Middleport,PA,Pennsylvania,Schuylkill,42107
Middletown,PA,Pennsylvania,Dauphin,42043
Midland,PA,Pennsylvania,Beaver,42007
Midway,PA,Pennsylvania,Washington,42129
Mifflin,PA,Pennsylvania,Juniata,42067
Mifflinburg,PA,Pennsylvania,Union,42139
Mifflintown,PA,Pennsylvania,Juniata,42067
